positive_skew,negative_skew,YJ
1208,1.459709912,-1.459709912
1616,1.729666116,-1.729666116
1146,0.045633721,-0.045633721
2031,1.927705496,-1.927705496
1144,1.087526302,-1.087526302
948,1.303296273,-1.303296273
1768,1.90745197,-1.90745197
1040,1.924327163,-1.924327163
1801,0.947763076,-0.947763076
1200,1.878465638,-1.878465638
1728,0.777934544,-0.777934544
1432,1.487562149,-1.487562149
912,1.283320214,-1.283320214
1349,0.550605474,-0.550605474
1464,1.984984846,-1.984984846
1337,1.910327974,-1.910327974
2715,1.713432711,-1.713432711
2256,0.884231209,-0.884231209
2640,1.067627937,-1.067627937
1720,1.296413717,-1.296413717
1529,1.586014853,-1.586014853
1140,1.692422997,-1.692422997
1320,0.83376085,-0.83376085
1494,1.753711188,-1.753711188
2098,0.159448226,-0.159448226
1026,1.345019136,-1.345019136
1471,1.61959959,-1.61959959
1768,0.12526997,-0.12526997
1386,1.480694351,-1.480694351
1501,1.3421995,-1.3421995
2531,1.518175504,-1.518175504
864,1.546684197,-1.546684197
1301,1.214955282,-1.214955282
1547,0.177396255,-0.177396255
2365,1.829950067,-1.829950067
1494,1.752633144,-1.752633144
1506,0.330656391,-0.330656391
1714,1.233312681,-1.233312681
1750,1.150678648,-1.150678648
1836,0.663816781,-0.663816781
3279,0.594352009,-0.594352009
858,1.140220773,-1.140220773
1220,1.605069139,-1.605069139
1117,1.004428802,-1.004428802
912,1.815207605,-1.815207605
1973,0.55010271,-0.55010271
1204,1.63117586,-1.63117586
1614,0.075060991,-0.075060991
894,1.116356271,-1.116356271
2020,1.592061816,-1.592061816
1004,1.731971542,-1.731971542
1253,1.04760526,-1.04760526
1603,1.516240871,-1.516240871
1430,0.884329276,-0.884329276
1110,1.770731812,-1.770731812
1484,1.144131662,-1.144131662
1342,1.942333551,-1.942333551
1652,1.088854618,-1.088854618
2084,0.190541207,-0.190541207
901,1.940524371,-1.940524371
2087,1.462243609,-1.462243609
1145,0.869310149,-0.869310149
1062,1.229586552,-1.229586552
2013,1.177719852,-1.177719852
1496,0.381203746,-0.381203746
1895,1.310977262,-1.310977262
1564,1.503330981,-1.503330981
1285,1.747135011,-1.747135011
773,1.401725483,-1.401725483
3140,0.196654966,-0.196654966
1768,1.699136977,-1.699136977
1688,1.762216555,-1.762216555
1196,1.380758013,-1.380758013
1456,0.314541977,-0.314541977
2822,0.595200226,-0.595200226
1128,1.922972321,-1.922972321
1428,0.491753973,-0.491753973
980,1.537312565,-1.537312565
1576,1.146361714,-1.146361714
1086,1.308098072,-1.308098072
2138,1.908295967,-1.908295967
1309,1.879263519,-1.879263519
848,0.052209873,-0.052209873
1044,1.174067678,-1.174067678
1442,1.617753352,-1.617753352
1250,1.420612334,-1.420612334
1661,1.638653817,-1.638653817
1008,1.291600195,-1.291600195
1689,0.866518087,-0.866518087
1052,1.699621131,-1.699621131
1358,0.854991594,-0.854991594
1640,0.198637436,-0.198637436
936,1.871820677,-1.871820677
1733,0.932064114,-0.932064114
1489,1.659630762,-1.659630762
1489,0.009908888,-0.009908888
2084,0.760808031,-0.760808031
784,1.983770812,-1.983770812
1434,0.482295092,-0.482295092
2126,1.915533961,-1.915533961
1223,0.50660879,-0.50660879
1392,1.528017474,-1.528017474
1200,0.472824229,-0.472824229
1829,0.984425378,-0.984425378
1516,1.07646526,-1.07646526
1144,1.667398374,-1.667398374
1067,1.153028149,-1.153028149
1559,1.940371394,-1.940371394
987,1.093929532,-1.093929532
1099,1.729949292,-1.729949292
1200,1.202032933,-1.202032933
1482,1.585207023,-1.585207023
1539,1.530078884,-1.530078884
1165,1.150369923,-1.150369923
1800,1.15490643,-1.15490643
1416,1.423391226,-1.423391226
1701,1.269024728,-1.269024728
1775,1.482487545,-1.482487545
864,1.195151429,-1.195151429
2358,1.597868252,-1.597868252
1855,1.051915191,-1.051915191
848,0.599101649,-0.599101649
1456,0.163530246,-0.163530246
1646,1.857155537,-1.857155537
1445,1.809569082,-1.809569082
1779,1.844027792,-1.844027792
1040,1.193149024,-1.193149024
1026,1.559083305,-1.559083305
1481,1.493559891,-1.493559891
1370,1.676802175,-1.676802175
2654,1.843021235,-1.843021235
1426,1.377500266,-1.377500266
1039,1.877928198,-1.877928198
1097,1.441314322,-1.441314322
1148,1.53737351,-1.53737351
1372,0.211239321,-0.211239321
1002,1.58751433,-1.58751433
1646,0.414958026,-0.414958026
1120,1.354257205,-1.354257205
2320,1.10024473,-1.10024473
1949,1.470198702,-1.470198702
894,1.243386626,-1.243386626
1682,1.616565622,-1.616565622
910,1.904955393,-1.904955393
1268,1.670666332,-1.670666332
1131,1.926067209,-1.926067209
2610,0.267206846,-0.267206846
1040,1.201430551,-1.201430551
2224,0.144664465,-0.144664465
1155,1.874774608,-1.874774608
864,1.215829972,-1.215829972
1090,0.061409728,-0.061409728
1717,1.604508963,-1.604508963
1593,1.600214602,-1.600214602
2230,1.419361731,-1.419361731
892,1.582266977,-1.582266977
1709,1.506687167,-1.506687167
1712,1.983953893,-1.983953893
1393,1.360595013,-1.360595013
2217,1.344104306,-1.344104306
1505,1.24065032,-1.24065032
924,1.589977864,-1.589977864
1683,1.663370286,-1.663370286
1068,1.989564265,-1.989564265
1383,1.185330441,-1.185330441
1535,1.535661682,-1.535661682
1796,1.613539152,-1.613539152
951,1.815195603,-1.815195603
2240,1.389144914,-1.389144914
2364,0.410677098,-0.410677098
1236,1.2148938,-1.2148938
858,1.401096707,-1.401096707
1306,1.057085867,-1.057085867
1509,0.753920986,-0.753920986
1670,0.575536338,-0.575536338
902,1.823132246,-1.823132246
1063,1.381505972,-1.381505972
1636,0.378738646,-0.378738646
2057,1.784888724,-1.784888724
902,1.722142495,-1.722142495
1484,0.985267003,-0.985267003
2274,1.483160356,-1.483160356
1268,1.725521521,-1.725521521
1015,1.110546864,-1.110546864
2002,1.438888985,-1.438888985
1224,0.99900637,-0.99900637
1092,1.304383539,-1.304383539
480,1.408337461,-1.408337461
1229,1.170074795,-1.170074795
2127,1.449573603,-1.449573603
1414,1.54159857,-1.54159857
1721,1.491170259,-1.491170259
2200,1.780074396,-1.780074396
1316,0.263328781,-0.263328781
1617,1.400574696,-1.400574696
1686,1.445177966,-1.445177966
1126,1.821286071,-1.821286071
2374,0.276581296,-0.276581296
1978,1.828619452,-1.828619452
1788,0.10538435,-0.10538435
2236,1.483346239,-1.483346239
1466,0.415380986,-0.415380986
925,1.956891139,-1.956891139
1905,0.987712142,-0.987712142
1500,0.618560807,-0.618560807
2069,1.642285493,-1.642285493
747,1.444081024,-1.444081024
1200,0.57241113,-0.57241113
1971,0.356666609,-0.356666609
1962,0.726477736,-0.726477736
2403,1.569308223,-1.569308223
1728,1.19686472,-1.19686472
2060,1.479687514,-1.479687514
1440,1.139072119,-1.139072119
1632,1.960056788,-1.960056788
1344,1.226885749,-1.226885749
1869,1.902505439,-1.902505439
1144,1.991285474,-1.991285474
1629,0.057762912,-0.057762912
1776,0.757926715,-0.757926715
1381,1.361199229,-1.361199229
864,1.020528567,-1.020528567
965,1.967681672,-1.967681672
768,1.227986731,-1.227986731
1968,1.677179693,-1.677179693
980,1.431227335,-1.431227335
1958,1.311745611,-1.311745611
1229,1.120702672,-1.120702672
1057,1.356824729,-1.356824729
1337,0.279467167,-0.279467167
1416,1.106259668,-1.106259668
858,1.255118284,-1.255118284
2872,1.023582107,-1.023582107
1548,1.33620471,-1.33620471
1800,0.661866299,-0.661866299
1894,0.789974532,-0.789974532
1484,0.305728991,-0.305728991
1308,1.320282883,-1.320282883
1098,1.225234193,-1.225234193
968,1.741642146,-1.741642146
1095,1.396881863,-1.396881863
1192,1.570215351,-1.570215351
1626,0.350535553,-0.350535553
918,1.359140066,-1.359140066
1428,0.226437708,-0.226437708
2019,1.56656264,-1.56656264
1382,0.347976879,-0.347976879
869,1.513013161,-1.513013161
1241,0.31977231,-0.31977231
894,1.729869425,-1.729869425
1121,1.700769545,-1.700769545
999,1.794859896,-1.794859896
2612,1.475262115,-1.475262115
1266,0.829978189,-0.829978189
2290,0.901791323,-0.901791323
1734,1.811383712,-1.811383712
1164,1.070804739,-1.070804739
1635,1.779352153,-1.779352153
1940,0.922252401,-0.922252401
2030,1.9074113,-1.9074113
1576,0.474650064,-0.474650064
2392,1.868914664,-1.868914664
1742,1.885700438,-1.885700438
1851,1.945721812,-1.945721812
1500,0.330710371,-0.330710371
1718,0.593705423,-0.593705423
1230,1.366472323,-1.366472323
1050,1.852609508,-1.852609508
1442,1.642690104,-1.642690104
1077,1.388742175,-1.388742175
1208,0.007976506,-0.007976506
944,1.189366772,-1.189366772
691,1.406067195,-1.406067195
1574,0.279843493,-0.279843493
1680,1.896508902,-1.896508902
1504,0.888821734,-0.888821734
985,1.304029597,-1.304029597
1657,1.790607685,-1.790607685
1092,1.308569725,-1.308569725
1710,0.695745516,-0.695745516
1522,1.099884582,-1.099884582
1271,1.117238794,-1.117238794
1664,1.145715957,-1.145715957
1502,1.403390139,-1.403390139
1022,1.96485313,-1.96485313
1082,1.315210932,-1.315210932
1665,0.738525,-0.738525
1504,1.036537989,-1.036537989
1360,1.059742483,-1.059742483
1472,1.320386475,-1.320386475
1506,0.486536348,-0.486536348
1132,0.534067977,-0.534067977
1220,0.204985643,-0.204985643
1248,1.157590327,-1.157590327
1504,0.645455033,-0.645455033
2898,1.75682996,-1.75682996
882,1.423006371,-1.423006371
1264,1.552964779,-1.552964779
1646,0.592771192,-0.592771192
1376,1.01836624,-1.01836624
1218,1.15123628,-1.15123628
1928,1.665495997,-1.665495997
3082,1.679398714,-1.679398714
2520,1.999218794,-1.999218794
1654,0.557245826,-0.557245826
954,1.078936811,-1.078936811
845,1.405041271,-1.405041271
1620,0.890097301,-0.890097301
2263,0.464133674,-0.464133674
1344,1.084759091,-1.084759091
630,1.632952627,-1.632952627
1803,1.342860634,-1.342860634
1632,1.325380105,-1.325380105
1306,0.914190438,-0.914190438
2329,1.588231895,-1.588231895
2524,1.367909078,-1.367909078
1733,1.425025108,-1.425025108
2868,0.152360403,-0.152360403
990,1.914830413,-1.914830413
1771,1.523647831,-1.523647831
930,1.080438449,-1.080438449
1302,0.459711032,-0.459711032
1316,0.613648006,-0.613648006
1977,1.493740178,-1.493740178
1526,1.863000741,-1.863000741
1989,0.832790421,-0.832790421
1523,1.981798227,-1.981798227
1364,0.793064933,-0.793064933
1850,1.356026732,-1.356026732
2184,0.152832491,-0.152832491
1991,1.750014751,-1.750014751
1338,0.827085259,-0.827085259
894,1.451342717,-1.451342717
2337,1.034198361,-1.034198361
1103,1.982539462,-1.982539462
1154,1.035481929,-1.035481929
2260,1.121384423,-1.121384423
1571,1.942108021,-1.942108021
1611,1.570112915,-1.570112915
2521,1.249523152,-1.249523152
893,1.532275647,-1.532275647
1048,1.520807363,-1.520807363
1556,1.664200421,-1.664200421
1456,1.535266665,-1.535266665
1426,1.195307977,-1.195307977
1240,0.171943168,-0.171943168
1740,1.678783885,-1.678783885
1466,1.612321756,-1.612321756
1096,1.569629476,-1.569629476
848,0.381644046,-0.381644046
990,1.160901817,-1.160901817
1258,1.951763764,-1.951763764
1040,1.438092314,-1.438092314
1459,0.743440739,-0.743440739
1251,1.762542908,-1.762542908
1498,1.213558682,-1.213558682
996,1.795931359,-1.795931359
1092,1.911749012,-1.911749012
1953,0.859489603,-0.859489603
1709,0.680360139,-0.680360139
1247,0.486551891,-0.486551891
1040,1.055960963,-1.055960963
1252,1.908392994,-1.908392994
1694,1.789460119,-1.789460119
1200,1.564207729,-1.564207729
936,1.1415803,-1.1415803
1314,0.971850313,-0.971850313
1355,1.659869385,-1.659869385
1088,1.453922868,-1.453922868
1324,1.677273097,-1.677273097
1601,1.306974636,-1.306974636
438,1.240466458,-1.240466458
950,1.893972672,-1.893972672
1134,1.982454096,-1.982454096
1194,1.234161526,-1.234161526
1302,1.634328839,-1.634328839
2622,1.990240252,-1.990240252
1442,1.622880943,-1.622880943
2021,0.001305836,-0.001305836
1690,0.001619482,-0.001619482
1836,0.127217769,-0.127217769
1658,1.293536008,-1.293536008
1964,1.798917289,-1.798917289
816,1.553326658,-1.553326658
1008,1.823749516,-1.823749516
833,1.331771434,-1.331771434
1734,0.744659025,-0.744659025
1419,0.236129415,-0.236129415
894,1.462381493,-1.462381493
1601,1.653377024,-1.653377024
1040,1.987104103,-1.987104103
1012,1.478317532,-1.478317532
1552,0.314241024,-0.314241024
960,1.226486344,-1.226486344
698,1.743494886,-1.743494886
1482,1.706899945,-1.706899945
1005,1.277968009,-1.277968009
1555,0.093703499,-0.093703499
1530,0.811640488,-0.811640488
1959,0.333521358,-0.333521358
936,1.495492896,-1.495492896
1981,1.846902114,-1.846902114
974,1.595002259,-1.595002259
2210,1.606062453,-1.606062453
2020,1.404826684,-1.404826684
1600,1.31803695,-1.31803695
986,1.252291807,-1.252291807
1252,1.657315477,-1.657315477
1020,1.309849081,-1.309849081
1567,1.585915349,-1.585915349
1167,1.308878319,-1.308878319
952,1.603245368,-1.603245368
1868,1.549331286,-1.549331286
2828,0.205869681,-0.205869681
1006,1.021200186,-1.021200186
924,1.030476761,-1.030476761
1576,1.658414979,-1.658414979
1298,1.432253076,-1.432253076
1564,1.674452499,-1.674452499
1111,1.445010843,-1.445010843
1482,1.6596932,-1.6596932
932,1.524126911,-1.524126911
1466,1.983441359,-1.983441359
1811,1.791407617,-1.791407617
816,1.023198616,-1.023198616
1820,1.233380855,-1.233380855
1437,1.452584631,-1.452584631
1265,1.016946449,-1.016946449
1314,0.201811792,-0.201811792
1580,0.647047797,-0.647047797
1876,1.057964399,-1.057964399
1456,1.151888123,-1.151888123
1640,1.111443158,-1.111443158
894,1.664565635,-1.664565635
1258,1.717814999,-1.717814999
1432,1.463053584,-1.463053584
1502,0.059200057,-0.059200057
1694,0.694610499,-0.694610499
1671,0.443881268,-0.443881268
2108,1.665551099,-1.665551099
3627,1.732900591,-1.732900591
1118,1.068235506,-1.068235506
1261,1.686534675,-1.686534675
1250,0.974521868,-0.974521868
3086,1.02081777,-1.02081777
2345,1.132684878,-1.132684878
2872,1.510406399,-1.510406399
923,1.775859871,-1.775859871
1224,1.334016868,-1.334016868
1343,1.039628933,-1.039628933
1124,1.301718698,-1.301718698
2514,1.374569203,-1.374569203
1652,0.654785233,-0.654785233
4476,1.742565694,-1.742565694
1130,1.589702631,-1.589702631
1572,1.391029877,-1.391029877
1221,1.211459653,-1.211459653
1699,1.858625271,-1.858625271
1624,1.97337973,-1.97337973
1660,0.580298127,-0.580298127
1804,1.640412978,-1.640412978
1622,1.376626184,-1.376626184
1441,1.423476406,-1.423476406
1472,1.373900561,-1.373900561
1224,1.271178516,-1.271178516
1352,1.985368096,-1.985368096
1456,0.458553553,-0.458553553
1863,0.428054003,-0.428054003
1690,1.465506922,-1.465506922
1212,0.914145375,-0.914145375
1382,1.011390728,-1.011390728
864,1.552557811,-1.552557811
1779,1.200982078,-1.200982078
1348,1.368823747,-1.368823747
1630,0.977398495,-0.977398495
1074,1.901452182,-1.901452182
2196,1.497476505,-1.497476505
1056,1.750519255,-1.750519255
1700,0.2316576,-0.2316576
1283,1.771245131,-1.771245131
1660,0.333051952,-0.333051952
1845,1.063041016,-1.063041016
1752,1.240815173,-1.240815173
672,1.948503234,-1.948503234
960,1.096451278,-1.096451278
999,1.793103703,-1.793103703
894,1.345713907,-1.345713907
1902,1.25388804,-1.25388804
1314,0.613195341,-0.613195341
912,1.996629698,-1.996629698
1218,1.787176438,-1.787176438
912,1.119874894,-1.119874894
1211,1.623434137,-1.623434137
1846,1.375230018,-1.375230018
2136,1.628639422,-1.628639422
1490,0.28052086,-0.28052086
1138,1.324224277,-1.324224277
1933,0.79691831,-0.79691831
912,1.865959837,-1.865959837
1702,0.352281749,-0.352281749
1507,1.400755553,-1.400755553
2620,1.192662226,-1.192662226
1190,1.192515594,-1.192515594
1224,1.891117043,-1.891117043
1188,1.949804376,-1.949804376
1964,1.935707182,-1.935707182
1784,1.17114566,-1.17114566
1626,0.875968042,-0.875968042
1948,0.025875592,-0.025875592
1141,0.9093584,-0.9093584
1484,0.535631965,-0.535631965
1768,0.513381429,-0.513381429
1689,0.360978398,-0.360978398
1173,1.715393415,-1.715393415
2076,0.512084213,-0.512084213
1517,1.534981806,-1.534981806
1868,1.566159141,-1.566159141
1553,0.20486804,-0.20486804
1034,1.127308287,-1.127308287
2058,1.781890037,-1.781890037
988,1.815253619,-1.815253619
2110,1.600136291,-1.600136291
1405,0.679407417,-0.679407417
874,1.812049313,-1.812049313
2167,1.796946149,-1.796946149
1656,0.487522131,-0.487522131
1367,1.319883011,-1.319883011
1987,1.376972152,-1.376972152
864,1.448913429,-1.448913429
1166,0.622126193,-0.622126193
1054,1.365994547,-1.365994547
1675,1.102858229,-1.102858229
1050,1.742070367,-1.742070367
1788,1.281612896,-1.281612896
1824,1.785517261,-1.785517261
1337,1.487856961,-1.487856961
1452,1.031675469,-1.031675469
1889,1.105415588,-1.105415588
2018,0.831144994,-0.831144994
3447,1.663365582,-1.663365582
1524,1.91762323,-1.91762323
1524,1.052676588,-1.052676588
1489,1.770484448,-1.770484448
935,1.54140743,-1.54140743
1357,1.279431308,-1.279431308
1250,1.726197321,-1.726197321
1920,1.489921851,-1.489921851
1395,1.788654941,-1.788654941
1724,1.686628583,-1.686628583
2031,0.810181864,-0.810181864
1128,1.456900817,-1.456900817
1573,0.583663469,-0.583663469
1339,1.449898691,-1.449898691
1040,1.907857778,-1.907857778
1824,1.538022656,-1.538022656
2447,1.659379513,-1.659379513
1412,1.66836846,-1.66836846
1328,1.472067396,-1.472067396
1582,1.952926448,-1.952926448
1659,0.989702,-0.989702
1970,0.565625974,-0.565625974
1152,1.780402177,-1.780402177
1302,1.626851321,-1.626851321
2372,1.429782615,-1.429782615
1664,1.639514492,-1.639514492
864,1.761265247,-1.761265247
1052,1.445002503,-1.445002503
1128,1.523431235,-1.523431235
1072,0.420214272,-0.420214272
5642,0.367447798,-0.367447798
1246,1.821813549,-1.821813549
1983,1.483253238,-1.483253238
1494,1.332237762,-1.332237762
2526,1.104401619,-1.104401619
1616,0.464803617,-0.464803617
1708,0.125875762,-0.125875762
1652,0.861342356,-0.861342356
1368,0.019785771,-0.019785771
990,1.067161539,-1.067161539
1122,1.769138433,-1.769138433
1294,1.382060401,-1.382060401
1902,1.466210389,-1.466210389
1274,0.234138816,-0.234138816
2810,1.299942107,-1.299942107
2599,1.241028531,-1.241028531
948,1.38059247,-1.38059247
2112,1.857033715,-1.857033715
1630,0.974053437,-0.974053437
1352,0.051344396,-0.051344396
1787,0.973719812,-0.973719812
948,1.142537289,-1.142537289
1478,1.752191582,-1.752191582
720,1.297825315,-1.297825315
1923,1.504777667,-1.504777667
708,1.010309211,-1.010309211
1795,0.595097945,-0.595097945
796,1.84307845,-1.84307845
774,1.539607319,-1.539607319
816,1.579213733,-1.579213733
2792,1.05918598,-1.05918598
1632,1.321524773,-1.321524773
1588,0.452812413,-0.452812413
954,1.472016837,-1.472016837
816,1.80015369,-1.80015369
1360,1.694375181,-1.694375181
1365,1.043457196,-1.043457196
1334,1.586864944,-1.586864944
1656,1.600282913,-1.600282913
693,1.296824645,-1.296824645
1861,0.861694361,-0.861694361
864,1.770977052,-1.770977052
872,1.147237362,-1.147237362
1114,0.335390487,-0.335390487
2169,0.798441241,-0.798441241
1913,1.318987642,-1.318987642
1456,0.973749662,-0.973749662
960,1.278477988,-1.278477988
2156,1.393189067,-1.393189067
1776,0.471797172,-0.471797172
1494,1.274834141,-1.274834141
2358,1.07545165,-1.07545165
2634,1.84600438,-1.84600438
1716,1.501606566,-1.501606566
1176,1.515568961,-1.515568961
3238,1.357876673,-1.357876673
1865,0.503076062,-0.503076062
1920,1.477923225,-1.477923225
892,1.693576066,-1.693576066
1078,1.420668486,-1.420668486
1573,0.126929306,-0.126929306
1980,0.525685592,-0.525685592
2601,1.090087224,-1.090087224
1530,0.392627206,-0.392627206
1738,1.552046698,-1.552046698
1412,0.499351008,-0.499351008
1200,0.474335354,-0.474335354
1674,0.512068729,-0.512068729
1790,1.137146526,-1.137146526
1475,1.942930676,-1.942930676
848,0.098304733,-0.098304733
1668,0.301592981,-0.301592981
1374,1.615196351,-1.615196351
1661,1.995306674,-1.995306674
2097,1.854209899,-1.854209899
2633,0.430485638,-0.430485638
1958,0.676558609,-0.676558609
1571,0.447622812,-0.447622812
790,1.532822929,-1.532822929
1604,1.003279468,-1.003279468
987,1.406679674,-1.406679674
1394,0.320164929,-0.320164929
864,1.881581964,-1.881581964
2117,1.497408721,-1.497408721
1762,1.840630812,-1.840630812
1416,1.391996069,-1.391996069
1258,1.761099609,-1.761099609
1154,1.219573764,-1.219573764
2784,1.933521568,-1.933521568
2526,1.253039579,-1.253039579
1746,0.337937614,-0.337937614
1218,1.593732065,-1.593732065
1525,0.131501321,-0.131501321
1584,1.571746084,-1.571746084
900,1.805642101,-1.805642101
1912,1.00873992,-1.00873992
1500,0.785725227,-0.785725227
2482,0.134371821,-0.134371821
1687,1.429178732,-1.429178732
1513,1.842997753,-1.842997753
1904,1.847483673,-1.847483673
1608,1.048355413,-1.048355413
1158,1.02556543,-1.02556543
1593,0.532529003,-0.532529003
1294,0.525637558,-0.525637558
1464,0.030737256,-0.030737256
1214,1.637848057,-1.637848057
1646,0.846454215,-0.846454215
768,1.415041953,-1.415041953
833,1.96611219,-1.96611219
1363,1.617499779,-1.617499779
2093,1.041146057,-1.041146057
1840,0.418458392,-0.418458392
1668,1.059711182,-1.059711182
1040,1.310042905,-1.310042905
1844,0.26881176,-0.26881176
1848,1.225137183,-1.225137183
1569,0.79022387,-0.79022387
2290,1.359228184,-1.359228184
2450,1.723105672,-1.723105672
1144,1.198760527,-1.198760527
1844,1.609417338,-1.609417338
1416,1.237191758,-1.237191758
1069,1.749539805,-1.749539805
848,0.40533847,-0.40533847
2201,1.561567035,-1.561567035
1344,1.639748804,-1.639748804
1252,1.772991689,-1.772991689
2127,1.21302671,-1.21302671
1558,1.253319994,-1.253319994
804,1.795652435,-1.795652435
1440,1.531898639,-1.531898639
1838,0.311396089,-0.311396089
958,1.110369782,-1.110369782
968,1.987561962,-1.987561962
1792,0.163008429,-0.163008429
1126,1.370549108,-1.370549108
1537,1.675825884,-1.675825884
864,1.23102367,-1.23102367
1932,0.390707262,-0.390707262
1236,1.317500077,-1.317500077
1725,1.597442653,-1.597442653
2555,1.5087529,-1.5087529
848,0.235454084,-0.235454084
2007,0.21409568,-0.21409568
952,1.384573076,-1.384573076
1422,0.02224307,-0.02224307
913,1.86631677,-1.86631677
1188,1.388629447,-1.388629447
2090,1.971077355,-1.971077355
1346,1.443823156,-1.443823156
630,1.650083944,-1.650083944
1792,1.795263671,-1.795263671
1578,0.696945913,-0.696945913
1072,0.716494856,-0.716494856
1140,0.863137054,-0.863137054
1221,0.034103563,-0.034103563
1647,1.865186234,-1.865186234
2073,1.182233273,-1.182233273
2340,1.404629223,-1.404629223
1078,1.302366667,-1.302366667
1256,1.745722837,-1.745722837
